Image Name,PSNR (dB),SSIM
Oinari_0-0_Oinari_0-0-Webcam-R-153,16.6953,0.4410
Oinari_0-0_Oinari_0-0-Webcam-R-154,16.6953,0.4410
Oinari_0-0_Oinari_0-0-Webcam-R-155,16.7214,0.4428
Oinari_0-0_Oinari_0-0-Webcam-R-156,16.7214,0.4428
Oinari_0-0_Oinari_0-0-Webcam-R-157,16.7214,0.4428
Oinari_0-0_Oinari_0-0-Webcam-R-158,16.6565,0.3760
Oinari_0-0_Oinari_0-0-Webcam-R-159,16.6258,0.3752
Oinari_0-0_Oinari_0-0-Webcam-R-160,16.6258,0.3752
Oinari_0-0_Oinari_0-0-Webcam-R-161,16.7255,0.4472
Oinari_0-0_Oinari_0-0-Webcam-R-162,16.7255,0.4472
Oinari_0-0_Oinari_0-0-Webcam-R-163,16.7255,0.4472
Oinari_0-0_Oinari_0-0-Webcam-R-164,16.7246,0.4245
Oinari_0-0_Oinari_0-0-Webcam-R-165,16.7246,0.4245
Oinari_0-0_Oinari_0-0-Webcam-R-166,16.7246,0.4245
Oinari_0-0_Oinari_0-0-Webcam-R-167,16.6479,0.4078
Oinari_0-0_Oinari_0-0-Webcam-R-168,16.6479,0.4078
Oinari_0-0_Oinari_0-0-Webcam-R-169,16.6479,0.4078
Oinari_0-0_Oinari_0-0-Webcam-R-170,16.4452,0.3832
Oinari_0-0_Oinari_0-0-Webcam-R-171,16.4452,0.3832
Oinari_0-0_Oinari_0-0-Webcam-R-172,16.4452,0.3832
Oinari_0-0_Oinari_0-0-Webcam-R-173,16.4339,0.3403
Oinari_0-0_Oinari_0-0-Webcam-R-174,16.4339,0.3403
Oinari_0-0_Oinari_0-0-Webcam-R-175,16.4339,0.3403
Oinari_0-0_Oinari_0-0-Webcam-R-176,16.5681,0.3894
Oinari_0-0_Oinari_0-0-Webcam-R-177,16.5681,0.3894
Oinari_0-0_Oinari_0-0-Webcam-R-178,16.5681,0.3894
Oinari_0-0_Oinari_0-0-Webcam-R-179,16.5392,0.4011
Oinari_0-0_Oinari_0-0-Webcam-R-180,16.5451,0.4011
Oinari_0-0_Oinari_0-0-Webcam-R-181,16.5451,0.4011
Oinari_0-0_Oinari_0-0-Webcam-R-182,16.6212,0.4260
Oinari_0-0_Oinari_0-0-Webcam-R-183,16.6212,0.4260
Oinari_0-0_Oinari_0-0-Webcam-R-184,16.6212,0.4260
Oinari_0-0_Oinari_0-0-Webcam-R-185,16.5408,0.4107
Oinari_0-0_Oinari_0-0-Webcam-R-186,16.5408,0.4107
Oinari_0-0_Oinari_0-0-Webcam-R-187,16.5408,0.4107
Oinari_0-0_Oinari_0-0-Webcam-R-188,16.3198,0.2687
Oinari_0-0_Oinari_0-0-Webcam-R-189,16.2729,0.2521
Oinari_0-0_Oinari_0-0-Webcam-R-190,16.2729,0.2521
Oinari_0-0_Oinari_0-0-Webcam-R-191,16.2533,0.3580
Oinari_0-0_Oinari_0-0-Webcam-R-192,16.2533,0.3580
Oinari_0-0_Oinari_0-0-Webcam-R-193,16.2533,0.3580
Oinari_0-0_Oinari_0-0-Webcam-R-194,16.4451,0.4105
Oinari_0-0_Oinari_0-0-Webcam-R-195,16.4451,0.4105
Oinari_0-0_Oinari_0-0-Webcam-R-196,16.4451,0.4105
Oinari_0-0_Oinari_0-0-Webcam-R-197,16.3335,0.4007
Oinari_0-0_Oinari_0-0-Webcam-R-198,16.3335,0.4007
Oinari_0-0_Oinari_0-0-Webcam-R-199,16.3335,0.4007
Oinari_0-0_Oinari_0-0-Webcam-R-200,16.3014,0.3880
Oinari_0-0_Oinari_0-0-Webcam-R-201,16.3032,0.3890
Oinari_0-0_Oinari_0-0-Webcam-R-202,16.3032,0.3890
Oinari_0-0_Oinari_0-0-Webcam-R-203,16.3290,0.4014
Oinari_0-0_Oinari_0-0-Webcam-R-204,16.3290,0.4014
Oinari_0-0_Oinari_0-0-Webcam-R-205,16.3290,0.4014
Oinari_0-0_Oinari_0-0-Webcam-R-206,16.4105,0.4220
Oinari_0-0_Oinari_0-0-Webcam-R-207,16.4126,0.4210
Oinari_0-0_Oinari_0-0-Webcam-R-208,16.4126,0.4210
Oinari_0-0_Oinari_0-0-Webcam-R-209,16.3571,0.4051
Oinari_0-0_Oinari_0-0-Webcam-R-210,16.3571,0.4051
Oinari_0-0_Oinari_0-0-Webcam-R-211,16.3571,0.4051
Oinari_0-0_Oinari_0-0-Webcam-R-212,16.3573,0.4205
Oinari_0-0_Oinari_0-0-Webcam-R-213,16.3651,0.4218
Oinari_0-0_Oinari_0-0-Webcam-R-214,16.3651,0.4218
Oinari_0-0_Oinari_0-0-Webcam-R-215,16.3722,0.4149
Oinari_0-0_Oinari_0-0-Webcam-R-216,16.3722,0.4149
Oinari_0-0_Oinari_0-0-Webcam-R-217,16.3722,0.4149
Oinari_0-0_Oinari_0-0-Webcam-R-218,16.2445,0.3686
Oinari_0-0_Oinari_0-0-Webcam-R-219,16.2106,0.3492
Oinari_0-0_Oinari_0-0-Webcam-R-220,16.2106,0.3492
Oinari_0-0_Oinari_0-0-Webcam-R-221,16.4257,0.4319
Oinari_0-0_Oinari_0-0-Webcam-R-222,16.4265,0.4319
Oinari_0-0_Oinari_0-0-Webcam-R-223,16.4265,0.4319
Oinari_0-0_Oinari_0-0-Webcam-R-224,16.4368,0.4359
Oinari_0-0_Oinari_0-0-Webcam-R-225,16.4368,0.4359
Oinari_0-0_Oinari_0-0-Webcam-R-226,16.4368,0.4359
Oinari_0-0_Oinari_0-0-Webcam-R-227,16.4810,0.4407
Oinari_0-0_Oinari_0-0-Webcam-R-228,16.4810,0.4407
Oinari_0-0_Oinari_0-0-Webcam-R-229,16.4810,0.4407
Oinari_0-0_Oinari_0-0-Webcam-R-230,16.5300,0.4449
Oinari_0-0_Oinari_0-0-Webcam-R-231,16.5315,0.4448
Oinari_0-0_Oinari_0-0-Webcam-R-232,16.5315,0.4448
Oinari_0-0_Oinari_0-0-Webcam-R-233,16.5326,0.4428
Oinari_0-0_Oinari_0-0-Webcam-R-234,16.5326,0.4428
Oinari_0-0_Oinari_0-0-Webcam-R-235,16.5326,0.4428
Oinari_0-0_Oinari_0-0-Webcam-R-236,16.5907,0.4341
Oinari_0-0_Oinari_0-0-Webcam-R-237,16.5907,0.4341
Oinari_0-0_Oinari_0-0-Webcam-R-238,16.5907,0.4341
Oinari_0-0_Oinari_0-0-Webcam-R-239,16.6267,0.4562
Oinari_0-0_Oinari_0-0-Webcam-R-240,16.6258,0.4574
Oinari_0-0_Oinari_0-0-Webcam-R-241,16.6258,0.4574
Oinari_0-0_Oinari_0-0-Webcam-R-242,16.6636,0.4699
Oinari_0-0_Oinari_0-0-Webcam-R-243,16.6635,0.4699
Oinari_0-0_Oinari_0-0-Webcam-R-244,16.6635,0.4699
Oinari_0-0_Oinari_0-0-Webcam-R-245,16.6587,0.4716
Oinari_0-0_Oinari_0-0-Webcam-R-246,16.6587,0.4716
Oinari_0-0_Oinari_0-0-Webcam-R-247,16.6587,0.4716
Oinari_0-0_Oinari_0-0-Webcam-R-248,16.6496,0.4113
Oinari_0-0_Oinari_0-0-Webcam-R-249,16.6168,0.4006
Oinari_0-0_Oinari_0-0-Webcam-R-250,16.6168,0.4006
Oinari_0-0_Oinari_0-0-Webcam-R-251,16.7177,0.4443
Oinari_0-0_Oinari_0-0-Webcam-R-252,16.7177,0.4443
Oinari_0-0_Oinari_0-0-Webcam-R-253,16.7177,0.4443
Oinari_0-0_Oinari_0-0-Webcam-R-254,16.6618,0.4404
Oinari_0-0_Oinari_0-0-Webcam-R-255,16.6618,0.4404
Oinari_0-0_Oinari_0-0-Webcam-R-256,16.6618,0.4404
Oinari_0-0_Oinari_0-0-Webcam-R-257,16.4964,0.4103
Oinari_0-0_Oinari_0-0-Webcam-R-258,16.4964,0.4103
Oinari_0-0_Oinari_0-0-Webcam-R-259,16.4964,0.4103
Oinari_0-0_Oinari_0-0-Webcam-R-260,16.5859,0.4156
Oinari_0-0_Oinari_0-0-Webcam-R-261,16.5847,0.4156
Oinari_0-0_Oinari_0-0-Webcam-R-262,16.5847,0.4156
Oinari_0-0_Oinari_0-0-Webcam-R-263,16.6100,0.4157
Oinari_0-0_Oinari_0-0-Webcam-R-264,16.6100,0.4157
Oinari_0-0_Oinari_0-0-Webcam-R-265,16.6100,0.4157
Oinari_0-0_Oinari_0-0-Webcam-R-266,16.6095,0.4529
Oinari_0-0_Oinari_0-0-Webcam-R-267,16.6095,0.4529
Oinari_0-0_Oinari_0-0-Webcam-R-268,16.6095,0.4529
Oinari_0-0_Oinari_0-0-Webcam-R-269,16.5868,0.4488
Oinari_0-0_Oinari_0-0-Webcam-R-270,16.5868,0.4488
Oinari_0-0_Oinari_0-0-Webcam-R-271,16.5868,0.4488
Oinari_0-0_Oinari_0-0-Webcam-R-272,16.4678,0.4249
Oinari_0-0_Oinari_0-0-Webcam-R-273,16.4678,0.4249
Oinari_0-0_Oinari_0-0-Webcam-R-274,16.4678,0.4249
Oinari_0-0_Oinari_0-0-Webcam-R-275,16.4362,0.4335
Oinari_0-0_Oinari_0-0-Webcam-R-276,16.4379,0.4335
Oinari_0-0_Oinari_0-0-Webcam-R-277,16.4379,0.4335
Oinari_0-0_Oinari_0-0-Webcam-R-278,16.2703,0.3549
Oinari_0-0_Oinari_0-0-Webcam-R-279,16.2692,0.3440
Oinari_0-0_Oinari_0-0-Webcam-R-280,16.2692,0.3440
Oinari_0-0_Oinari_0-0-Webcam-R-281,16.4405,0.4033
Oinari_0-0_Oinari_0-0-Webcam-R-282,16.4405,0.4033
Oinari_0-0_Oinari_0-0-Webcam-R-283,16.4405,0.4033
Oinari_0-0_Oinari_0-0-Webcam-R-284,16.4797,0.4139
Oinari_0-0_Oinari_0-0-Webcam-R-285,16.4797,0.4139
Oinari_0-0_Oinari_0-0-Webcam-R-286,16.4797,0.4139
Oinari_0-0_Oinari_0-0-Webcam-R-287,16.5363,0.4338
Oinari_0-0_Oinari_0-0-Webcam-R-288,16.5363,0.4341
Oinari_0-0_Oinari_0-0-Webcam-R-289,16.5363,0.4341
Oinari_0-0_Oinari_0-0-Webcam-R-290,16.3603,0.3761
Oinari_0-0_Oinari_0-0-Webcam-R-291,16.3603,0.3761
Oinari_0-0_Oinari_0-0-Webcam-R-292,16.3603,0.3761
Oinari_0-0_Oinari_0-0-Webcam-R-293,16.6066,0.4504
Oinari_0-0_Oinari_0-0-Webcam-R-294,16.6066,0.4504
Oinari_0-0_Oinari_0-0-Webcam-R-295,16.6066,0.4504
Oinari_0-0_Oinari_0-0-Webcam-R-296,16.1898,0.3851
Oinari_0-0_Oinari_0-0-Webcam-R-297,16.1898,0.3851
Oinari_0-0_Oinari_0-0-Webcam-R-298,16.1898,0.3851
Oinari_0-0_Oinari_0-0-Webcam-R-299,16.5367,0.4339
Oinari_1-1_Oinari_1-1-Webcam-R-000,18.8911,0.5755
Oinari_1-1_Oinari_1-1-Webcam-R-001,18.9350,0.5840
Oinari_1-1_Oinari_1-1-Webcam-R-002,18.9464,0.5852
Oinari_1-1_Oinari_1-1-Webcam-R-003,18.9442,0.5852
Oinari_1-1_Oinari_1-1-Webcam-R-004,18.9353,0.5834
Oinari_1-1_Oinari_1-1-Webcam-R-005,18.9399,0.5840
Oinari_1-1_Oinari_1-1-Webcam-R-006,18.9400,0.5841
Oinari_1-1_Oinari_1-1-Webcam-R-007,18.8970,0.5830
Oinari_1-1_Oinari_1-1-Webcam-R-008,18.8982,0.5836
Oinari_1-1_Oinari_1-1-Webcam-R-009,18.8949,0.5833
Oinari_1-1_Oinari_1-1-Webcam-R-010,19.0895,0.5924
Oinari_1-1_Oinari_1-1-Webcam-R-011,19.0988,0.5936
Oinari_1-1_Oinari_1-1-Webcam-R-012,19.0988,0.5936
Oinari_1-1_Oinari_1-1-Webcam-R-013,19.0946,0.6011
Oinari_1-1_Oinari_1-1-Webcam-R-014,19.0988,0.6015
Oinari_1-1_Oinari_1-1-Webcam-R-015,19.1000,0.6016
Oinari_1-1_Oinari_1-1-Webcam-R-016,18.9227,0.5937
Oinari_1-1_Oinari_1-1-Webcam-R-017,18.9228,0.5936
Oinari_1-1_Oinari_1-1-Webcam-R-018,18.9228,0.5936
Oinari_1-1_Oinari_1-1-Webcam-R-019,19.0480,0.6029
Oinari_1-1_Oinari_1-1-Webcam-R-020,19.0392,0.6027
Oinari_1-1_Oinari_1-1-Webcam-R-021,19.0392,0.6027
Oinari_1-1_Oinari_1-1-Webcam-R-022,19.1783,0.6057
Oinari_1-1_Oinari_1-1-Webcam-R-023,19.1773,0.6058
Oinari_1-1_Oinari_1-1-Webcam-R-024,19.1773,0.6058
Oinari_1-1_Oinari_1-1-Webcam-R-025,18.6856,0.5417
Oinari_1-1_Oinari_1-1-Webcam-R-026,18.6689,0.5405
Oinari_1-1_Oinari_1-1-Webcam-R-027,18.6603,0.5407
Oinari_1-1_Oinari_1-1-Webcam-R-028,18.8399,0.5654
Oinari_1-1_Oinari_1-1-Webcam-R-029,18.8534,0.5661
Oinari_1-1_Oinari_1-1-Webcam-R-030,18.8548,0.5662
Oinari_1-1_Oinari_1-1-Webcam-R-031,18.8292,0.5732
Oinari_1-1_Oinari_1-1-Webcam-R-032,18.8342,0.5738
Oinari_1-1_Oinari_1-1-Webcam-R-033,18.8333,0.5737
Oinari_1-1_Oinari_1-1-Webcam-R-034,18.9274,0.5885
Oinari_1-1_Oinari_1-1-Webcam-R-035,18.9388,0.5900
Oinari_1-1_Oinari_1-1-Webcam-R-036,18.9389,0.5899
Oinari_1-1_Oinari_1-1-Webcam-R-037,18.7404,0.5782
Oinari_1-1_Oinari_1-1-Webcam-R-038,18.7497,0.5787
Oinari_1-1_Oinari_1-1-Webcam-R-039,18.7501,0.5788
Oinari_1-1_Oinari_1-1-Webcam-R-040,18.5684,0.5621
Oinari_1-1_Oinari_1-1-Webcam-R-041,18.5751,0.5630
Oinari_1-1_Oinari_1-1-Webcam-R-042,18.5731,0.5629
Oinari_1-1_Oinari_1-1-Webcam-R-043,18.6847,0.5702
Oinari_1-1_Oinari_1-1-Webcam-R-044,18.6813,0.5702
Oinari_1-1_Oinari_1-1-Webcam-R-045,18.6804,0.5701
Oinari_1-1_Oinari_1-1-Webcam-R-046,18.7789,0.5728
Oinari_1-1_Oinari_1-1-Webcam-R-047,18.7824,0.5730
Oinari_1-1_Oinari_1-1-Webcam-R-048,18.7824,0.5730
Oinari_1-1_Oinari_1-1-Webcam-R-049,18.5800,0.5589
Oinari_1-1_Oinari_1-1-Webcam-R-050,18.5775,0.5591
Oinari_1-1_Oinari_1-1-Webcam-R-051,18.5775,0.5591
Oinari_1-1_Oinari_1-1-Webcam-R-052,18.4272,0.5505
Oinari_1-1_Oinari_1-1-Webcam-R-053,18.4273,0.5507
Oinari_1-1_Oinari_1-1-Webcam-R-054,18.4273,0.5507
Oinari_1-1_Oinari_1-1-Webcam-R-055,18.3468,0.5222
Oinari_1-1_Oinari_1-1-Webcam-R-056,18.3415,0.5221
Oinari_1-1_Oinari_1-1-Webcam-R-057,18.3223,0.5238
Oinari_1-1_Oinari_1-1-Webcam-R-058,18.4338,0.5381
Oinari_1-1_Oinari_1-1-Webcam-R-059,18.4622,0.5400
Oinari_1-1_Oinari_1-1-Webcam-R-060,18.4622,0.5400
Oinari_1-1_Oinari_1-1-Webcam-R-061,18.7135,0.5519
Oinari_1-1_Oinari_1-1-Webcam-R-062,18.7346,0.5531
Oinari_1-1_Oinari_1-1-Webcam-R-063,18.7346,0.5531
Oinari_1-1_Oinari_1-1-Webcam-R-064,18.8713,0.5691
Oinari_1-1_Oinari_1-1-Webcam-R-065,18.8801,0.5707
Oinari_1-1_Oinari_1-1-Webcam-R-066,18.8801,0.5707
Oinari_1-1_Oinari_1-1-Webcam-R-067,18.9125,0.5776
Oinari_1-1_Oinari_1-1-Webcam-R-068,18.9118,0.5775
Oinari_1-1_Oinari_1-1-Webcam-R-069,18.9118,0.5775
Oinari_1-1_Oinari_1-1-Webcam-R-070,18.8176,0.5760
Oinari_1-1_Oinari_1-1-Webcam-R-071,18.8140,0.5763
Oinari_1-1_Oinari_1-1-Webcam-R-072,18.8140,0.5763
Oinari_1-1_Oinari_1-1-Webcam-R-073,18.6537,0.5675
Oinari_1-1_Oinari_1-1-Webcam-R-074,18.6490,0.5677
Oinari_1-1_Oinari_1-1-Webcam-R-075,18.6490,0.5677
Oinari_1-1_Oinari_1-1-Webcam-R-076,18.6845,0.5630
Oinari_1-1_Oinari_1-1-Webcam-R-077,18.6826,0.5632
Oinari_1-1_Oinari_1-1-Webcam-R-078,18.6826,0.5632
Oinari_1-1_Oinari_1-1-Webcam-R-079,18.7178,0.5672
Oinari_1-1_Oinari_1-1-Webcam-R-080,18.7205,0.5676
Oinari_1-1_Oinari_1-1-Webcam-R-081,18.7205,0.5676
Oinari_1-1_Oinari_1-1-Webcam-R-082,18.6258,0.5561
Oinari_1-1_Oinari_1-1-Webcam-R-083,18.6257,0.5562
Oinari_1-1_Oinari_1-1-Webcam-R-084,18.6257,0.5562
Oinari_1-1_Oinari_1-1-Webcam-R-085,18.1254,0.4864
Oinari_1-1_Oinari_1-1-Webcam-R-086,18.1239,0.4861
Oinari_1-1_Oinari_1-1-Webcam-R-087,18.1256,0.4869
Oinari_1-1_Oinari_1-1-Webcam-R-088,18.0526,0.4917
Oinari_1-1_Oinari_1-1-Webcam-R-089,18.0671,0.4927
Oinari_1-1_Oinari_1-1-Webcam-R-090,18.0671,0.4927
Oinari_1-1_Oinari_1-1-Webcam-R-091,18.1206,0.5092
Oinari_1-1_Oinari_1-1-Webcam-R-092,18.1389,0.5101
Oinari_1-1_Oinari_1-1-Webcam-R-093,18.1389,0.5101
Oinari_1-1_Oinari_1-1-Webcam-R-094,18.2992,0.5270
Oinari_1-1_Oinari_1-1-Webcam-R-095,18.2989,0.5273
Oinari_1-1_Oinari_1-1-Webcam-R-096,18.2984,0.5274
Oinari_1-1_Oinari_1-1-Webcam-R-097,18.2072,0.5205
Oinari_1-1_Oinari_1-1-Webcam-R-098,18.2008,0.5204
Oinari_1-1_Oinari_1-1-Webcam-R-099,18.1995,0.5205
Oinari_1-1_Oinari_1-1-Webcam-R-100,17.9636,0.5143
Oinari_1-1_Oinari_1-1-Webcam-R-101,17.9626,0.5145
Oinari_1-1_Oinari_1-1-Webcam-R-102,17.9626,0.5145
Oinari_1-1_Oinari_1-1-Webcam-R-103,18.0083,0.5110
Oinari_1-1_Oinari_1-1-Webcam-R-104,18.0057,0.5111
Oinari_1-1_Oinari_1-1-Webcam-R-105,18.0057,0.5111
Oinari_1-1_Oinari_1-1-Webcam-R-106,18.2258,0.5306
Oinari_1-1_Oinari_1-1-Webcam-R-107,18.2290,0.5314
Oinari_1-1_Oinari_1-1-Webcam-R-108,18.2267,0.5313
Oinari_1-1_Oinari_1-1-Webcam-R-109,18.1328,0.5197
Oinari_1-1_Oinari_1-1-Webcam-R-110,18.1299,0.5199
Oinari_1-1_Oinari_1-1-Webcam-R-111,18.1299,0.5199
Oinari_1-1_Oinari_1-1-Webcam-R-112,18.2243,0.5227
Oinari_1-1_Oinari_1-1-Webcam-R-113,18.2248,0.5229
Oinari_1-1_Oinari_1-1-Webcam-R-114,18.2248,0.5229
Oinari_1-1_Oinari_1-1-Webcam-R-115,17.9736,0.4691
Oinari_1-1_Oinari_1-1-Webcam-R-116,17.9625,0.4691
Oinari_1-1_Oinari_1-1-Webcam-R-117,17.9610,0.4693
Oinari_1-1_Oinari_1-1-Webcam-R-118,18.3040,0.4902
Oinari_1-1_Oinari_1-1-Webcam-R-119,18.3157,0.4914
Oinari_1-1_Oinari_1-1-Webcam-R-120,18.3157,0.4914
Oinari_1-1_Oinari_1-1-Webcam-R-121,18.7014,0.5186
Oinari_1-1_Oinari_1-1-Webcam-R-122,18.7269,0.5222
Oinari_1-1_Oinari_1-1-Webcam-R-123,18.7269,0.5222
Oinari_1-1_Oinari_1-1-Webcam-R-124,18.6665,0.5329
Oinari_1-1_Oinari_1-1-Webcam-R-125,18.6758,0.5348
Oinari_1-1_Oinari_1-1-Webcam-R-126,18.6758,0.5348
Oinari_1-1_Oinari_1-1-Webcam-R-127,18.7005,0.5419
Oinari_1-1_Oinari_1-1-Webcam-R-128,18.7038,0.5424
Oinari_1-1_Oinari_1-1-Webcam-R-129,18.7038,0.5424
Oinari_1-1_Oinari_1-1-Webcam-R-130,18.5378,0.5398
Oinari_1-1_Oinari_1-1-Webcam-R-131,18.5381,0.5399
Oinari_1-1_Oinari_1-1-Webcam-R-132,18.5381,0.5399
Oinari_1-1_Oinari_1-1-Webcam-R-133,18.7940,0.5482
Oinari_1-1_Oinari_1-1-Webcam-R-134,18.7992,0.5490
Oinari_1-1_Oinari_1-1-Webcam-R-135,18.7992,0.5490
Oinari_1-1_Oinari_1-1-Webcam-R-136,18.8520,0.5544
Oinari_1-1_Oinari_1-1-Webcam-R-137,18.8585,0.5548
Oinari_1-1_Oinari_1-1-Webcam-R-138,18.8585,0.5548
Oinari_1-1_Oinari_1-1-Webcam-R-139,18.7276,0.5535
Oinari_1-1_Oinari_1-1-Webcam-R-140,18.7310,0.5538
Oinari_1-1_Oinari_1-1-Webcam-R-141,18.7310,0.5538
Oinari_1-1_Oinari_1-1-Webcam-R-142,18.8856,0.5557
Oinari_1-1_Oinari_1-1-Webcam-R-143,18.8920,0.5559
Oinari_1-1_Oinari_1-1-Webcam-R-144,18.8920,0.5559
Oinari_1-1_Oinari_1-1-Webcam-R-145,18.2471,0.4773
Oinari_1-1_Oinari_1-1-Webcam-R-146,18.2402,0.4780
Oinari_1-1_Oinari_1-1-Webcam-R-147,18.2095,0.4794
Oinari_1-1_Oinari_1-1-Webcam-R-148,18.7670,0.5178
Oinari_1-1_Oinari_1-1-Webcam-R-149,18.7890,0.5205
Oinari_1-1_Oinari_1-1-Webcam-R-150,18.6942,0.5318
Oinari_1-1_Oinari_1-1-Webcam-R-151,19.0367,0.5582
Oinari_1-1_Oinari_1-1-Webcam-R-152,19.0498,0.5619
Oinari_1-1_Oinari_1-1-Webcam-R-153,19.0490,0.5640
Oinari_1-1_Oinari_1-1-Webcam-R-154,19.0445,0.5551
Oinari_1-1_Oinari_1-1-Webcam-R-155,19.0540,0.5557
Oinari_1-1_Oinari_1-1-Webcam-R-156,19.0580,0.5583
Oinari_1-1_Oinari_1-1-Webcam-R-157,19.1848,0.5684
Oinari_1-1_Oinari_1-1-Webcam-R-158,19.1821,0.5695
Oinari_1-1_Oinari_1-1-Webcam-R-159,19.1799,0.5708
Oinari_1-1_Oinari_1-1-Webcam-R-160,19.1102,0.5688
Oinari_1-1_Oinari_1-1-Webcam-R-161,19.1180,0.5694
Oinari_1-1_Oinari_1-1-Webcam-R-162,19.0946,0.5710
Oinari_1-1_Oinari_1-1-Webcam-R-163,18.8910,0.5692
Oinari_1-1_Oinari_1-1-Webcam-R-164,18.8857,0.5694
Oinari_1-1_Oinari_1-1-Webcam-R-165,18.8857,0.5694
Oinari_1-1_Oinari_1-1-Webcam-R-166,19.2024,0.5781
Oinari_1-1_Oinari_1-1-Webcam-R-167,19.2037,0.5781
Oinari_1-1_Oinari_1-1-Webcam-R-168,19.2037,0.5781
Oinari_1-1_Oinari_1-1-Webcam-R-169,18.9981,0.5708
Oinari_1-1_Oinari_1-1-Webcam-R-170,18.9976,0.5709
Oinari_1-1_Oinari_1-1-Webcam-R-171,18.9988,0.5710
Oinari_1-1_Oinari_1-1-Webcam-R-172,19.1781,0.5719
Oinari_1-1_Oinari_1-1-Webcam-R-173,19.1781,0.5719
Oinari_1-1_Oinari_1-1-Webcam-R-174,19.1781,0.5719
Oinari_1-1_Oinari_1-1-Webcam-R-175,18.4785,0.4988
Oinari_1-1_Oinari_1-1-Webcam-R-176,18.4719,0.4988
Oinari_1-1_Oinari_1-1-Webcam-R-177,18.4719,0.4988
Oinari_1-1_Oinari_1-1-Webcam-R-178,18.9555,0.5417
Oinari_1-1_Oinari_1-1-Webcam-R-179,18.9554,0.5417
Oinari_1-1_Oinari_1-1-Webcam-R-180,18.9554,0.5417
Oinari_1-1_Oinari_1-1-Webcam-R-181,19.0522,0.5536
Oinari_1-1_Oinari_1-1-Webcam-R-182,19.0522,0.5536
Oinari_1-1_Oinari_1-1-Webcam-R-183,19.0522,0.5536
Oinari_1-1_Oinari_1-1-Webcam-R-184,19.0691,0.5630
Oinari_1-1_Oinari_1-1-Webcam-R-185,19.0703,0.5629
Oinari_1-1_Oinari_1-1-Webcam-R-186,19.0703,0.5629
Oinari_1-1_Oinari_1-1-Webcam-R-187,19.1939,0.5756
Oinari_1-1_Oinari_1-1-Webcam-R-188,19.1966,0.5756
Oinari_1-1_Oinari_1-1-Webcam-R-189,19.1966,0.5756
Oinari_1-1_Oinari_1-1-Webcam-R-190,19.0890,0.5727
Oinari_1-1_Oinari_1-1-Webcam-R-191,19.0882,0.5727
Oinari_1-1_Oinari_1-1-Webcam-R-192,19.0882,0.5727
Oinari_1-1_Oinari_1-1-Webcam-R-193,19.0497,0.5721
Oinari_1-1_Oinari_1-1-Webcam-R-194,19.0497,0.5721
Oinari_1-1_Oinari_1-1-Webcam-R-195,19.0497,0.5721
Oinari_1-1_Oinari_1-1-Webcam-R-196,18.9254,0.5635
Oinari_1-1_Oinari_1-1-Webcam-R-197,18.9246,0.5636
Oinari_1-1_Oinari_1-1-Webcam-R-198,18.9246,0.5636
Oinari_1-1_Oinari_1-1-Webcam-R-199,19.0657,0.5748
Oinari_1-1_Oinari_1-1-Webcam-R-200,19.0654,0.5747
Oinari_1-1_Oinari_1-1-Webcam-R-201,19.0654,0.5747
Oinari_1-1_Oinari_1-1-Webcam-R-202,19.1347,0.5732
Oinari_1-1_Oinari_1-1-Webcam-R-203,19.1340,0.5734
Oinari_1-1_Oinari_1-1-Webcam-R-204,19.1340,0.5734
Oinari_1-1_Oinari_1-1-Webcam-R-205,18.7657,0.5246
Oinari_1-1_Oinari_1-1-Webcam-R-206,18.7514,0.5318
Oinari_1-1_Oinari_1-1-Webcam-R-207,18.7514,0.5318
Oinari_1-1_Oinari_1-1-Webcam-R-208,18.8728,0.5474
Oinari_1-1_Oinari_1-1-Webcam-R-209,18.8730,0.5474
Oinari_1-1_Oinari_1-1-Webcam-R-210,18.8730,0.5474
Oinari_1-1_Oinari_1-1-Webcam-R-211,18.9963,0.5632
Oinari_1-1_Oinari_1-1-Webcam-R-212,18.9977,0.5632
Oinari_1-1_Oinari_1-1-Webcam-R-213,18.9977,0.5632
Oinari_1-1_Oinari_1-1-Webcam-R-214,19.0860,0.5687
Oinari_1-1_Oinari_1-1-Webcam-R-215,19.0873,0.5687
Oinari_1-1_Oinari_1-1-Webcam-R-216,19.0873,0.5687
Oinari_1-1_Oinari_1-1-Webcam-R-217,19.1038,0.5750
Oinari_1-1_Oinari_1-1-Webcam-R-218,19.1038,0.5750
Oinari_1-1_Oinari_1-1-Webcam-R-219,19.1038,0.5750
Oinari_1-1_Oinari_1-1-Webcam-R-220,19.0709,0.5717
Oinari_1-1_Oinari_1-1-Webcam-R-221,19.0709,0.5717
Oinari_1-1_Oinari_1-1-Webcam-R-222,19.0709,0.5717
Oinari_1-1_Oinari_1-1-Webcam-R-223,19.1167,0.5741
Oinari_1-1_Oinari_1-1-Webcam-R-224,19.1158,0.5741
Oinari_1-1_Oinari_1-1-Webcam-R-225,19.1158,0.5741
Oinari_1-1_Oinari_1-1-Webcam-R-226,18.9704,0.5700
Oinari_1-1_Oinari_1-1-Webcam-R-227,18.9708,0.5700
Oinari_1-1_Oinari_1-1-Webcam-R-228,18.9708,0.5700
Oinari_1-1_Oinari_1-1-Webcam-R-229,19.1053,0.5771
