# Outdoor-Rain Evaluation Results
# Generated:,2026-02-22 01:49:40
# Note: GT images resized to match result dimensions

# Model Information
Model,UNet_RLP_RPIM
Test Dataset,Outdoor-Rain
Results Directory,./experiments/deraining/GTRain/UNet_RLP_RPIM_/results\UNet_RLP_RPIM\Outdoor-Rain
GT Directory,./data/Outdoor/gt

# Overall Metrics
Total Images,9000
Processed Images,9000
Failed Images,0
Average PSNR (dB),15.7293
Average SSIM,0.6052

# Per-Image Results
Image Name,PSNR (dB),SSIM
im_0030_s90_a06.png,17.3934,0.5768
im_0030_s95_a04.png,14.5713,0.5641
im_0030_s95_a05.png,11.6452,0.4885
im_0030_s95_a06.png,12.9817,0.4692
im_0031_s100_a04.png,17.3429,0.6218
im_0031_s100_a05.png,15.6308,0.5015
im_0031_s100_a06.png,15.3857,0.4751
im_0031_s80_a04.png,12.2314,0.5493
im_0031_s80_a05.png,17.0685,0.6301
im_0031_s80_a06.png,18.1526,0.5666
im_0031_s85_a04.png,10.6538,0.5335
im_0031_s85_a05.png,17.8624,0.6708
im_0031_s85_a06.png,17.8792,0.5043
im_0031_s90_a04.png,18.0020,0.6003
im_0031_s90_a05.png,17.2960,0.6278
im_0031_s90_a06.png,17.3878,0.4647
im_0031_s95_a04.png,17.7440,0.5696
im_0031_s95_a05.png,10.4257,0.5064
im_0031_s95_a06.png,16.9424,0.4771
im_0032_s100_a04.png,15.7716,0.6623
im_0032_s100_a05.png,14.7344,0.7672
im_0032_s100_a06.png,13.0504,0.6963
im_0032_s80_a04.png,16.1631,0.6951
im_0032_s80_a05.png,15.6209,0.7242
im_0032_s80_a06.png,18.7865,0.7264
im_0032_s85_a04.png,17.4559,0.7259
im_0032_s85_a05.png,18.0968,0.6950
im_0032_s85_a06.png,14.8724,0.6695
im_0032_s90_a04.png,18.4902,0.6683
im_0032_s90_a05.png,12.7720,0.7057
im_0032_s90_a06.png,15.7472,0.7219
im_0032_s95_a04.png,17.2995,0.6480
im_0032_s95_a05.png,15.8487,0.7117
im_0032_s95_a06.png,16.4543,0.6582
im_0033_s100_a04.png,14.0135,0.6273
im_0033_s100_a05.png,13.9302,0.6874
im_0033_s100_a06.png,17.9949,0.6837
im_0033_s80_a04.png,15.2187,0.6287
im_0033_s80_a05.png,12.9502,0.6610
im_0033_s80_a06.png,14.0674,0.6160
im_0033_s85_a04.png,13.9610,0.6401
im_0033_s85_a05.png,12.4038,0.5747
im_0033_s85_a06.png,15.4261,0.6966
im_0033_s90_a04.png,15.9092,0.6967
im_0033_s90_a05.png,17.6027,0.6017
im_0033_s90_a06.png,17.6666,0.6811
im_0033_s95_a04.png,17.8861,0.7283
im_0033_s95_a05.png,14.9811,0.6578
im_0033_s95_a06.png,14.1880,0.5657
im_0034_s100_a04.png,15.3018,0.6462
im_0034_s100_a05.png,15.1661,0.5627
im_0034_s100_a06.png,15.5999,0.5711
im_0034_s80_a04.png,14.6610,0.6039
im_0034_s80_a05.png,10.9174,0.5338
im_0034_s80_a06.png,14.9585,0.5956
im_0034_s85_a04.png,11.3561,0.5388
im_0034_s85_a05.png,15.8872,0.5120
im_0034_s85_a06.png,14.5870,0.5268
im_0034_s90_a04.png,13.9072,0.6456
im_0034_s90_a05.png,15.5258,0.6354
im_0034_s90_a06.png,17.1887,0.7042
im_0034_s95_a04.png,11.6841,0.5189
im_0034_s95_a05.png,13.3986,0.5979
im_0034_s95_a06.png,10.9008,0.5328
im_0035_s100_a04.png,19.5595,0.5605
im_0035_s100_a05.png,17.3876,0.5021
im_0035_s100_a06.png,19.8472,0.7149
im_0035_s80_a04.png,20.4511,0.6532
im_0035_s80_a05.png,18.2984,0.6357
im_0035_s80_a06.png,17.4776,0.5465
im_0035_s85_a04.png,17.2355,0.5227
im_0035_s85_a05.png,15.7960,0.6146
im_0035_s85_a06.png,20.3468,0.6401
im_0035_s90_a04.png,13.0977,0.5810
im_0035_s90_a05.png,20.2234,0.6593
im_0035_s90_a06.png,18.7907,0.5440
im_0035_s95_a04.png,19.1214,0.6184
im_0035_s95_a05.png,14.7836,0.6086
im_0035_s95_a06.png,20.5385,0.6601
im_0036_s100_a04.png,13.8297,0.6548
im_0036_s100_a05.png,17.3207,0.6218
im_0036_s100_a06.png,13.6915,0.6734
im_0036_s80_a04.png,16.1432,0.6624
im_0036_s80_a05.png,17.0147,0.6647
im_0036_s80_a06.png,13.9723,0.6139
im_0036_s85_a04.png,17.2171,0.6857
im_0036_s85_a05.png,17.4179,0.6853
im_0036_s85_a06.png,13.5185,0.6090
im_0036_s90_a04.png,9.8722,0.5631
im_0036_s90_a05.png,14.1333,0.5723
im_0036_s90_a06.png,14.5460,0.6179
im_0036_s95_a04.png,17.0180,0.6794
im_0036_s95_a05.png,16.7245,0.6479
im_0036_s95_a06.png,17.5005,0.6928
im_0037_s100_a04.png,14.1015,0.5196
im_0037_s100_a05.png,13.9914,0.5677
im_0037_s100_a06.png,13.8386,0.5932
im_0037_s80_a04.png,10.7993,0.5126
im_0037_s80_a05.png,15.5604,0.5756
im_0037_s80_a06.png,13.5810,0.5547
im_0037_s85_a04.png,13.6960,0.5781
im_0037_s85_a05.png,14.6214,0.5670
im_0037_s85_a06.png,12.8983,0.5467
im_0037_s90_a04.png,13.3096,0.5503
im_0037_s90_a05.png,13.0826,0.4703
im_0037_s90_a06.png,13.8238,0.5004
im_0037_s95_a04.png,15.2566,0.6019
im_0037_s95_a05.png,11.6773,0.5195
im_0037_s95_a06.png,15.1959,0.5459
im_0038_s100_a04.png,19.2936,0.6566
im_0038_s100_a05.png,14.9182,0.5767
im_0038_s100_a06.png,16.1898,0.6816
im_0038_s80_a04.png,17.5209,0.6819
